UID,actual_time
X6ljpDeWlu,1485.59
MnCfldkrLq,1489.53
xxzLiITnKW,1512.31
9jpolqxcbd,1754.84
tAt8s7qaRo,1771.68
c8z7VtD2Cy,1799.67
AFcWr70DMN,1967.8
tqcexXRwz5,2098.85
OgRwpnThay,120.98
L6dxfP08Z9,175.04
OSueqVRBY7,230.09
J6Vqn3jpSd,288.99
oVCMGAyetP,299.29
qsRDRd93Q8,329.36
cO9GaC2Q1e,365.36
BgLzHHN8WN,414.06
8bjX6uj1MK,562.96
FUubYhS6b9,625.06
AFg7cTVrb2,649.64
w8XiVkRUdf,650.38
k73xCLOkAZ,875.7
GlqLL69bIA,1002.66
StnHSOzsqo,1074.17
8YkMqCdKq2,1074.01
wO6AwU8BJt,14.18
lUa6JZtgg9,14.05
adD4HyLaPn,31.38
HcbOw46rM8,50.68
I3QuosY3ps,62.64
TmNezpwWqN,31.83
LW7Ueg88Fv,37.37
iIseG2sxgB,186.8
mSyjcCz3pC,27.12
Q3G3zKBnMR,29.39
fdR7ZnIxCY,60.85
cgku6Ds3uC,72.99
Ad7qdIDaAu,85.32
ZxA9MfHLla,121.48
ZLojFvGPQN,130.35
9j6J2vG1pM,153.64
1yfR9OycL8,66.18
PNQ8cNNOkg,97.24
2xqFfp12qF,106.7
a2AHyh0ATA,134.26
mJpbAmOTbQ,157.94
d3qYgkrwz6,66.9
i9xWNduW1V,16.85
xF000l3H6b,38.54
P3kvS4TN0L,59.66
wMWrpOzubb,101.58
YxPXpVS1o9,127.49
iHITgqsSi0,172.87
7BZfJwwiZD,209.67
BUxUSTL36O,285.21
5xBaTTu1lB,270.43
cZUIMXqjsp,297.0
AEO11zAceo,356.1
E2KfsTWFr0,404.38
JIe39c63Cs,116.76
tJRQ2VYOBh,250.12
Ifs6A3y4ae,347.32
C57jVOgwEQ,406.83
buJoCbGw8x,495.41
OCorkkzW0j,530.65
L6kUJlrvUU,568.65
8QMn5AIPoy,804.98
njDtOG48pX,852.72
R1ZGVhuE0z,866.9
vazxYjg5v2,871.24
7HykUdkPOU,941.91
3afOSatOYl,962.99
iecRC7ws0j,1027.93
HLjcnhKTma,86.01
vCreMPS4tN,204.82
VUB1BfKN2d,25.46
wJrVYeOFH4,32.73
liAildvk2n,18.27
kFWzq1mOBS,38.94
d9kalx6ABY,33.47
gjVuQvxroD,75.1
MoSVhi3E3k,42.32
zPcoqYxia9,57.12
3v9PRABjZP,25.34
hbD3OOPJua,244.46
52YSv8vWLR,25.59
0OvT9enP9C,93.36
ELPmvyD1Tl,480.54
T1iDdhMBkk,473.42
X1ujhkBUk2,92.79
7nGZ7J9o2G,121.84
beQv9U3Tmj,28.26
i4DfBDCiU2,43.18
2BiytVgaT7,49.59
VubJ9h47IF,54.73
nG8dGQndPX,66.36
BXYfy3JhHe,13.5
09XDGTqwGk,36.26
PFz3SJ6rxS,71.28
sDFXxE7hYs,36.4
8sgcTrVGHM,74.51
zhuC87B9Rc,124.6
SOebyC67oG,56.65
zZ1J9An6yq,11.56
9m5qIBX9E8,36.51
evYzOhrOJJ,162.79
9JsgH9kWdi,39.14
T7cZLNrEaz,51.73
WkdsiheEAa,52.51
TJo33HlUen,171.64
CJmWE5Ndfv,204.92
YntGn7Ke5T,26.27
y32xTwkXWj,120.61
vERXgd0m42,190.05
K8qrS8nNRN,220.23
OHIToI1L5V,148.48
Veu6nWZlbO,233.48
IhXNOGy3kL,55.98
N1Hh1Pzn6g,90.13
D1IVptGDwV,108.95
x3LKMC7eLe,56.0
LGFdNyU5jh,119.91
OUDAGF5BR9,29.54
TJB7er1l9W,37.11
JseGE415tl,12.66
vGeh9fmc52,76.36
cW8hdSi1Bx,15.81
KquCCJYnU8,25.57
uhpLi4Sp7B,15.73
t1zSQj4Iit,32.67
PkLfBG1UVd,26.4
F7WDUrLE8O,67.89
PCGyVwxmhZ,105.22
DsQckH2Pge,77.9
mZO5emI0nJ,26.84
ObS2M5HrIp,32.16
v39HZIsoi8,69.23
1OpTPGmanY,27.47
DzyiAqJx4n,40.11
bQU8hl3psY,93.87
L3ypBwwp9z,14.12
a2uavEJGRk,25.2
U2cGEfHFtY,42.9
06xkGj5S0D,29.05
GZPbUjZsfQ,50.22
TmwKmnUFui,42.21
0ygwvYJtuz,163.0
AlFUCw6q0K,197.27
p0vSXQNkBS,227.55
imyoCt5Yad,422.74
QAnov5cEDR,451.92
qyqIPQNu8r,595.51
3RhjrCe2xD,599.48
1Gr1mW21OK,650.78
GqkPVO6pYQ,705.2
Qh4PZVC6NL,818.8
id4npZpyCF,837.71
uUcnj1w4Qf,958.1
P0L9uM6yS6,1045.63
nZ5gxEQ3xB,1342.97
Ucr789oc38,1372.43
L7Rt5AI5fz,1473.49
hL3BuBcpnC,1552.8
ZF5X9g8ZX7,1740.96
aoSMMTUxBA,1950.38
2y5S01VRC4,29.11
5iOg3F8jnB,81.79
1kgz9MHnVR,104.43
KohYZTaJ3j,163.73
qczqqTtvcX,215.04
jKm1uokJDE,239.57
GardriZ5m9,12.27
GNDtUFbNXZ,24.53
lG3PlgppMV,28.17
kSImWMxvZG,39.86
C0eUvcIhFL,34.49
kizXadcU1h,33.45
NBeCOuuGWX,104.92
fQZlCrjsfH,132.14
5SnugIRwB6,26.69
EbYQMg3szk,54.78
SJHchoDd0b,33.73
ybTSxdKmAP,131.76
vesqpIgGaa,26.06
oso4MaPkvY,148.96
guKRmDClZF,32.75
oFtfl6Iuvx,27.27
kAQ5UUyWON,31.01
WNz6xzxQhp,17.7
6LyHmkD0l9,151.8
Hhyc2RlNo0,187.22
Hi4QsR3Qhq,260.82
lNwgokQ3SF,367.07
nKtndtQLOv,484.32
3DLWAKAlgD,569.18
Ak1gUWEpLK,622.47
u3Pz5U3Svh,658.46
YNznKkBp0C,738.64
qSM1Nxbed6,763.15
H2y14YVIf3,106.08
qR2R8kxLOG,128.84
TlbfWdRrs5,236.72
BAivaZZNUm,305.55
NAl1RiM5he,406.41
ti6gROWpks,507.76
f0FbEa5nCc,601.32
ZQeZrRRaBC,654.15
2OPC2Cq6H4,946.71
GGziWFiR2K,1056.93
ERGcMcdjWw,1091.76
ctTgbQPtpZ,1129.99
vkZIX5YZlY,1222.93
QvKDBd3iNa,1223.17
UgHdl9iMOg,1304.62
Lvgo8lseId,1366.56
R7oJdT2Fpo,1416.09
NIrooFFAwJ,1418.04
gmyaSWZjyA,1494.97
WLGTCCUGMV,1502.68
fklgPlNUAR,1538.59
fW91EGQyKP,1587.34
oBy8c7cp9P,1697.97
dOvgR5R43B,1764.98
00zFxAXq1u,1797.0
KAjxAlHk9Q,21.52
auQWwdNiIO,75.28
12vh0vw0s5,28.48
JRM8fvJm0x,56.0
u4sGHMEjWC,39.89
bFMQQvmqx1,61.89
maVuIvbs2d,71.91
MFG5q3FERi,146.22
6yEeVdr0U9,264.7
tAOzHQfKAs,278.06
kCCoYrNgkx,349.36
1DjDALDxO0,390.09
blygoYGVMs,416.04
1yXmZcDAiQ,516.97
NEA6my82KO,564.08
qGbUPS5Hal,651.37
6H9vSwdEs5,704.25
a0fZaebHHt,786.36
z76gaQIdbl,900.91
0VDPyj3rW2,976.19
Y4t3sQZVEw,1052.42
VotOxMelxv,1265.4
7E4vTGb4Cs,1300.16
yXtgMwSw3U,1348.42
tr6XhafJ22,1424.89
f3KIYroX5c,1511.24
xpHUsiD6WF,1506.76
k5J53TLkMq,1531.1
KOThbGx698,1595.38
7W1XognZco,1690.2
ZbIGhlbGfQ,1708.86
oYgNJCEbAH,1732.09
rogleqha0h,1773.62
OOXBocgf8P,1870.84
cwYAwb6n3R,1886.7
cH341CywC4,62.07
3XWPwwra54,99.51
VFDnH6Sy79,123.59
4wX80BTztj,249.9
TjuPzlb4DS,30.97
SHFkMFf1Ll,55.97
KRMk7Yl0Zi,52.78
Qamg6exAbY,61.04
HdffhtJhQW,37.28
RboL7ltL2u,191.6
88ZLzN6CCs,27.83
4w4pzxc6Ya,37.09
EfYP90uJsq,27.96
y61A0IUGkL,63.31
uiXfzGagpj,130.09
wBsWVkx8st,152.59
SIYdWNHJWR,191.38
gCHkBcmGbu,231.67
DMGPWqdmh4,260.8
X6ajmUEFOn,28.68
qqbEEcCKfR,33.75
G1wTcK74Jd,137.03
hznTj9l4YJ,189.51
BxCZDjC0a5,363.61
hCR3DaUr07,447.54
31Fu3YpESr,458.96
nIdLY23OnI,503.14
rVs7f97e4B,543.03
G2KLwzhN2O,632.38
MN9yWR859u,716.34
VtwSf6YH9c,737.55
nlAfo63LpF,756.34
JamQqDFa7d,839.96
pcEP8fcw7T,1091.59
BOp2LBQ1An,1220.07
HaLjRt6QKa,1315.03
gFi7NthjSN,18.05
z9oLQFR7HU,160.32
OsExeqGQzs,121.01
w3F1habxWq,165.2
c5AMy8uA7M,68.53
o9M3yfHZd3,79.85
Wqay4g8LSC,19.86
7PqDlG8fJP,30.14
8PN2uDr7vl,44.61
uwFV6lNoIo,93.53
tGE5xlyaBX,11.7
hTpEVeYf9Q,11.64
qlW6mX9Ezi,94.33
902ywQz1RV,33.42
towA0Yqstb,52.92
UqPXr46h9i,63.01
cB5VK9LyCG,472.35
eQqJ3rRkkj,11.36
C4NbXrVQGw,26.15
uJ6TqgF9fr,42.29
PYiUTkRtA2,219.65
olUqTQFPbB,168.11
HmBG2MXjAM,40.63
Rk2FvH93i4,106.3
Fj1dCkwFcM,54.88
v81RF6g9AU,24.48
MMhehWRRAM,157.54
8ndNUHeDeA,35.26
LDIPRP4LWE,70.1
6rA7JFeaVz,12.49
FK63dXwv2i,28.62
KRmcRfysI5,37.89
kwe2N4HgeH,52.23
64icfsak5K,63.92
ul2uBhtxKI,143.03
v9N35ZbHKf,11.56
8WvVYIXMh8,27.82
MuXm8UbI5S,42.0
Yrp1vPYh2n,64.08
CaijzhPU1j,57.49
ga26AshwGB,154.69
fIIO7VuXiG,184.32
c2qyHEkhVO,254.57
OgwhmHFrDX,289.77
NBzA6shhks,512.29
8szznftSMA,648.65
bs3f0w3ndd,656.15
QX983JLvqX,689.07
ijjwTWDRjW,732.2
LF46Tdk3N3,51.89
GHro7uUqhu,94.92
IOtGPUNIL8,121.54
aRQ5pO1sVR,201.09
2VSFwoyTcx,248.36
X6eqUeP8m6,281.03
w9m2KQaJSD,373.88
rXGLjqvA8e,377.43
B4oR3aYPvw,529.12
AkfZ1zPEhO,555.64
GdzbsBRD4h,48.92
55Nta7TaYN,28.72
OzmR9NEcRu,26.45
36RPxBjtZq,84.58
991LBFiyiZ,120.4
gOT33XjVWA,126.45
4TDZr9eQFh,148.21
gsTb2yHWeC,54.43
gdFmUsKxJl,160.41
3MjyVLE7r7,180.59
tipQTw211s,252.59
gvZ633Z9SX,32.99
WOQcjgcmGK,62.98
ep4qCdYMds,90.64
qhfdShbcdO,115.23
1PQoAYXa65,62.98
yJrqVtpMnF,90.96
LAJaxnXDqI,119.12
slsGbFtAVn,142.29
U3wm0xUUtr,28.09
MI7Vue7f85,60.57
0Qfcngcuyg,36.49
wwE3rDQ3sA,32.66
Ao2psTm5El,105.05
RspKcCxM8a,56.61
glYCAYe8Nc,23.25
PWpRLnxIAf,60.62
QdU5URJiMc,104.45
OYRU1wcYkX,129.43
Kkx1sG5KfX,27.8
azOiTcJGv1,67.37
wFKMKGIKhF,35.84
H9tumYSuOu,118.02
KvSTH0t28b,69.94
WcWx4AlDOE,70.61
wEHAEfdEDe,132.86
SSaCnxZnc7,188.52
BzyicoPdce,27.28
I5RLMzp3j7,174.21
kpISdFH8zy,15.73
TmEymRkapc,46.15
WpWcVt4WcY,64.05
EATnS2iewx,31.6
y96yvBYJkg,40.74
zLvKJX2jEj,103.05
0gBkLxcB8v,111.18
uLBhSOHrIE,69.96
1qDLXic7ej,45.07
oNULO76F2P,25.06
ggMlr2gh7w,28.12
lSSB8UQjRD,78.95
qwXaQVIMHf,45.39
icoyZnvSZI,156.94
KxYlCTgezP,26.92
jBQjHAuIYW,62.45
I46TvTOdeL,90.95
X5u2yRhf7s,134.27
q21KAqy9vP,219.32
TwfnDKU3Jk,27.88
wGgLKLoXP8,27.53
ojhBryjpQS,138.19
vXTlWCMmej,33.43
AUugaBNts5,56.49
GPkbzEJF3v,99.5
eXtLkSqd7l,28.62
a5NLCYpvDj,26.11
TBkgjV62pU,109.58
39EjQyxf4y,135.49
o3K2yROK0A,32.14
VzxbGNbgEt,99.49
UNvcVONkaz,29.38
1mel0eQXEI,54.42
wFcBCivQ2W,107.48
T46GdcFttY,65.85
jcICNiqbJ2,49.08
o1Cq4niRBM,98.2
O2Dfq4ucJg,27.57
vQIN1AlwNm,31.33
tmKhb5AXYA,57.56
epSiNWSuVL,80.47
dYzdLNJx5W,80.85
LYOlfz664H,11.16
03QronX0wI,52.58
QBUFVmNWHg,114.27
Dpa2MoWH75,13.6
74XXEpgm6c,29.84
PTmXZlrE5F,28.35
LgQhrJ4XE8,141.94
46dQBPb9PV,394.38
gsDBhWt5x0,462.65
zgsdPpV6FY,513.91
u9U1O9VNrg,505.36
6byTds38vq,543.95
JXP7WD0Yx8,543.84
l724qEnlSF,571.21
AzcLINXvOt,704.67
aZzlG6LZzH,931.06
Zuo8p5nbAA,942.82
tj7rCiluEq,1080.46
mSrQqFiG9y,1083.15
vU81wAZ38q,1127.31
Gm9iu01TNr,1222.0
FeDwjf1RGQ,1292.68
9qF0RRPjij,1322.82
eP0j2U9P3T,1435.96
XKatYsTOwX,1514.2
iBNJpJstMk,1587.44
a5ybUPrDQe,1588.94
HeiX2IEK6s,1626.05
34VlbBpp1e,1631.5
1nYq5qjsYU,1658.3
T7xqKPqHjj,1773.8
WKY8sgNV4D,1808.27
zxGtPRNWIp,1852.07
yHmdbTdreh,1987.12
NdkFTjzMnl,2038.68
iPnF8wfrVz,28.2
Bi0Vsosd56,27.99
ASEojJoeuY,80.5
OYsIXbF9aa,53.63
zjULM57FNH,102.81
OLfeGHGXOu,20.95
dqMser6Ksz,31.18
jiIFAaqihS,43.51
WsV8XFScez,29.67
Q3XuuR73mh,55.69
4jd0qL8yKZ,105.77
fSM3IefANu,118.67
MUHj5jHZXp,30.3
dY0qHHcKRk,42.5
g7ykc1Nj0T,29.77
PVXq4QJOTr,48.74
JoHC6xRIEb,58.69
55p57nX7VY,26.64
Ht1w7MLCMx,103.85
YxE1R4cFV9,151.68
dJo6jYOIbg,193.77
YQbTgJ4vOO,200.66
rR8BNCWVRY,192.9
LF9eJacRuh,35.08
E09XANGdtD,44.87
zI2Yk88Z2O,26.13
zFrkxEmojz,89.46
i3bZNs7HT4,113.45
UmG1UiVvrO,13.62
pWfhdAgFO1,26.74
gbssCkILPI,95.29
tZtRQCCggU,106.91
XuH3lgvOgs,124.67
9V12DSLMYE,12.88
k2I9w8j4hc,28.39
Zv4CGaEEbU,72.97
r9oIIwAUtS,17.67
xajeVrRRC5,46.98
kJ4aQLtzF4,11.71
mTv7FyWBlf,64.54
cIN9YZo1DF,64.38
jQcG46fFVU,56.15
Yggi2mF5hl,15.55
YdWJNv6ZMz,12.49
TgtwpFOpXr,30.07
2ok1CEOnfD,41.39
sQa3yeJmms,12.44
M1FaAqQRNE,38.37
2MScJiNruu,66.38
lzElAikt0R,68.89
gHJp5mIPr3,46.51
bA0CuwNbVt,59.73
2cHgua4vNz,101.76
QqVAoJIeVw,28.95
huj5ofT2rT,57.51
iIiIZSXvXt,92.79
ykYs40YdQu,116.94
zV3LhcW9TS,65.71
e18HYcSPMa,129.51
L9PXOwUdOX,21.93
sMgafnSzIi,63.34
GdZlnzHtEL,48.9
K04Ar6dGav,65.39
1APX4pGFeu,41.88
F7D7FURyZu,34.72
Y4pFodH5rH,71.99
d9YN7yXHbR,28.31
COd7dkCgvt,46.83
oU8RNWfZw5,15.48
IX4mj6AGRR,28.15
BFIxTzRJ39,11.64
OnO6giPSA9,55.95
0yxLSV2SF9,70.03
q8YY3499JX,97.78
BXxdvDtxgO,100.28
umZcNoNZdp,59.24
NwxpCXIqIp,41.69
anqCpjIwhZ,51.77
Vx8KjVxWpp,69.42
mBtREAoQUL,105.3
EXXRGBbo7m,209.57
V5OImwUDKO,255.82
Lu107CpPi6,356.42
lSP8LgYcEy,37.45
tcbKlBwi5S,24.29
ewGVyTbJj3,34.75
TFaSbmX1xA,36.73
JTd53AbjI6,26.44
Yis43HabUO,107.26
Ox4Ihd9ad3,16.19
A4hWysl9Oa,34.41
hcAwvMI2lH,44.26
WCx0wvJxGY,37.38
jeqRbEQIiu,80.73
3bLleImd5Y,69.3
lmKcwiSwlr,100.46
N0cui5QtM7,118.38
ee7JAhypiH,176.93
wMfTzHvtDh,217.6
leHatQcP9Z,11.26
w4jQycXzSj,29.85
xtaBVVpUQH,41.02
KInTU832Px,72.47
BHquWO2sbH,52.6
pVd2wVfjY5,15.45
IE9SoltI7c,46.89
lm8S2ES4X3,133.59
rX1olSFJvS,41.57
1RM7wBXYzv,59.17
soY8HegnAz,81.58
sYWmyWc4Sy,39.21
llupRMpRS6,77.9
f6EJYLeqaR,10.08
slOXV9sJQ9,24.72
q92sg99kSZ,30.55
JIG9Yo1dJf,48.56
y2TsiJlzWg,58.27
vqvtEmIwCB,11.76
TUI2zmjjbT,74.65
Mpik0vu0pi,11.33
dKT0j0mORX,43.43
iaK8MNVZdr,55.13
84nJGzA3u8,91.67
kNd9gsQFDJ,63.85
2mEYKby3wG,40.29
pndZJG9xwd,78.34
mxLrKmaDiN,102.66
FWavSpzYdZ,147.43
dNxMH6pChl,215.19
kC03w6B0zm,75.39
QKxpHUkTdW,105.26
2NXMIugTxt,38.62
ISEUpdSIcB,131.44
qw2V1OiGQ8,247.58
tHCDyHnT2D,253.59
nEjC7Ma7XV,278.45
GzeB8CiJzY,328.43
rrGuHyqV0y,222.5
nPWzm8eKMi,282.82
eOqQO7Sl0Z,397.93
5aFuZMQUZv,540.19
1FE21W7pkg,602.35
ob62XOFdcm,663.19
w8XydvPxkB,656.23
iEA6qlkXZQ,767.91
iHHnNWXNTt,842.0
a7HJ0ITMmO,966.28
hRDt3Xgu4e,1073.56
y8g3BXtXGx,1147.36
8TMBG7oD41,1317.47
nrExEDnhiS,1564.63
Zgiaj03dPe,1770.71
0PfFdQwCja,1856.77
JbT0JSpksV,28.15
prVEt6DasO,106.78
pq4sxoUcob,134.05
6MpSKY8ntP,154.03
mBrKzww28j,201.38
yiWE6Rhu0V,90.57
RBzpA6dhkO,18.63
oVv64dnDPk,18.05
3Kf1FxzWr4,26.04
cHvOL7MHnX,15.3
3ngsVCa9WZ,16.3
HRieAOCjvN,35.36
IrSuxGt7AR,60.53
lOpSs6dz0X,80.25
XTYi8Cidc2,150.76
0otJMJOwyk,205.64
twxyreIXjH,527.25
VWKBjCISUS,638.05
7jmAeBqq3U,652.86
UXj0pyblI5,37.26
Z6BlmwA2vP,93.95
uQ2LGmKw9d,64.9
rHc8senhlH,99.21
wq2bl8QhOw,121.06
eFVEd5w3TA,200.33
sZjVii4B0A,351.01
x8MemZr89z,15.6
OQGCfT1MSL,26.33
exDxh6zMsQ,32.58
RKY0iqTFTc,127.59
K9ksf19XoF,133.47
VgBoi8rD22,246.87
62GsWH1Kwp,363.01
QC1P8ufQrC,377.26
7uvJgwlOd3,477.9
oiNmJigLbA,528.91
C2im6giFv2,546.93
Vexyf0Izdg,712.62
rz0I1cwDcP,766.49
xVeSqDtZuG,801.81
Fbqv8xNexV,869.83
tfFpFQcLUO,896.77
v4kwzz4wDD,904.45
uk45AZ4GxU,963.94
eDL18GomHh,1156.04
s87bfv9T0y,25.5
yWMeQWIj3f,36.52
kLh4JjkAAP,63.5
zIuwW3SNQl,111.71
HZzNQi0lpQ,118.02
DgjKDKaAsi,239.18
iALu3F3jQn,35.75
SJAtpUkVjw,59.43
9SPQxvvx3E,81.37
ktWjveEmSN,25.41
A1BkSrUUKM,49.85
XV3LjpjCFY,133.11
FTu7e0nScp,197.56
RgZm6ag3Lg,64.61
TKJ4wBAYVJ,34.06
FAEBNtwfB5,37.31
voUds02tQc,76.3
rzMtk1jhl2,107.94
wRShdQIfM2,153.26
2sbc2p5Mnp,168.74
AJdhx5DDqP,29.48
Ht8u1Lwynb,13.8
GHurhEMQEW,36.55
IoNAl2L6ul,109.56
qzxc1pB8Gw,146.25
0rafGz4YF8,187.92
WrdWwCGkuF,293.92
WbUgd5RT9H,279.13
6iOBzykj3b,288.19
vJuKtR6LUT,312.99
sv1TyHLIdE,351.29
lwc7KxwFUc,474.86
96AAeWlDtv,28.63
HBUBNPGylA,41.81
eaSlvigadc,68.12
FT9JVgeNVM,15.31
kgiGFuYFeA,29.91
ZDUbJykzlz,52.0
6DKZKvyKIc,11.7
HvbBGkQKWQ,11.96
etUrCZ1zj7,25.84
EzgT9oci2m,15.68
nxNHB7ma2H,26.94
abJ24mlbOD,16.29
gNAe5UL96G,23.82
BgqhVnPbSH,28.65
j4N0aAYUOd,30.72
MR75v4UDts,33.95
YsHvVvVuIl,137.69
r1zqXEg87w,210.34
35nMGjbAjU,31.1
7e1iz3YVdK,103.43
nBapsjlWvZ,133.36
pidpApYM08,152.68
bHXYLCjzD4,219.48
wMUvUHpSmg,43.71
Vhx3JI3R39,18.04
bjsdyMv577,32.78
Zg4yBFiKO5,30.25
jmm27e7IYf,68.54
vLgVMVjR3H,26.55
KURpgPx4DC,58.55
9xLSZw1NaA,26.36
3MKWjnrsLe,27.26
DjilYX83Nz,31.39
SIMxjjO3NK,90.48
2eQCVDOFCI,28.9
S843ZQGmwl,69.6
0XlazAZgAT,109.2
eC42OGYdg6,11.74
uVZu8ztx3p,27.81
W6SipqaL3P,38.91
QP9GFKVTKY,38.17
jeNh3FNkFZ,74.37
2NKadU1Z2K,134.65
bDihYHhKIG,28.02
9iAzdmCJzv,63.11
ymVCKdEnGf,94.38
jF7fq4fqF6,99.83
h4VqDzZF50,169.09
B9imoiF2km,186.13
fZDRodbvuM,24.81
WdTmRO48iN,42.64
9CFTu5z9CA,55.96
tTZUuFQFoJ,26.45
6Mmsoty84X,54.8
SKU9NfGakV,96.15
vbasHcpohN,26.62
fVGq28oLxu,51.6
oI8Weqqlh2,62.39
glbqerHlIL,54.38
ou5i8vLlvL,86.21
w2Mxud0anw,14.09
Kkl6zqSYlw,27.06
1XVsojsrIh,84.48
TLKU4kEd4O,112.0
IKUevES4sl,31.68
mroMRWBKl1,67.89
ENbarqeYzG,83.25
Ie7f0mdgOA,105.26
p7lbAAQmRl,133.27
6UChppqlF3,159.03
ygffOrzizd,241.99
t6mmeNnlKP,29.16
botMS0mtKc,146.56
CTUBzrUwT6,207.11
mOmr2t3q1h,242.47
W6v3Rr97IK,255.56
Q8OEuj1VZe,283.9
81XDfW69Jd,304.19
udqR4nLmIC,24.75
fM5CLfsy84,26.81
ZI2YD7Rm1u,76.57
kcPuY8MOjB,189.66
0P5XsB9iZy,146.43
7DfhGygh9d,40.53
8Xrf7cni33,23.4
SJl4C4IzMP,46.07
zGsnsYxzwA,78.46
ZJ8uWyOjf6,68.35
rZMYAQfmiM,28.58
6jKvOBhout,159.55
nVsVSnqh7k,182.86
RY5YnN2FDO,207.61
gc8pZcPIlN,239.27
Em6jGHM5zr,271.85
pKMLV3trBP,109.27
pxhhwvbVTK,33.73
6VvUNY405a,34.08
I4DpCsA7sN,147.23
uZ7WaMoApc,198.58
8AVJmJY8RX,245.62
Si8S8XToRy,29.36
hkJSzb3DHq,56.33
nG7bww69R8,25.84
f1NxoEVGst,52.61
yt7zwxvzph,76.74
NoXeemNKyg,35.83
mABGA8SPhN,110.48
A9rR8Q8OVy,131.84
Ejksut9Skn,63.14
gUgI51V21z,37.79
6voP61BH8s,34.66
B9SkLP5yyd,40.55
l8fiJbD0tE,307.88
U7dJ4QwGN8,56.88
4ypbgxAcSb,29.37
Czc9jIaNty,88.91
JSofutBoFw,13.36
whuCDrom5R,51.27
s4rWDTwX0o,61.19
6T8q4ipcRu,72.8
nKsSpLPKMa,27.68
OmqRSuCQmk,37.59
9NO1hrbw85,37.84
ccmo2Ug5gt,24.11
jQuyLhEA6F,42.04
isH2a9kzO8,10.16
ehduPjIz9B,21.49
tsy3oLDt2y,9.92
ojUVLnxKSJ,83.99
5H5HGsfApc,106.52
9EKRrOCRzf,99.1
OwsVm9cgT2,19.8
0UftFhe4GK,28.61
WB2xMGse2n,42.52
4iKpy7ufSq,175.87
9iclbi1Ui7,35.52
CN4Xa7y8g6,44.72
LKB9rgYHCZ,33.34
CXEMO8V9F0,10.59
g9wZkdF2Aw,38.23
MZPg68eibe,53.59
OC1h455YS5,85.04
e3xL7qpNqI,35.65
YVrDTiTITr,54.22
N4EHYijAPv,122.29
lCPvVNLsJR,51.35
albTIdOklO,26.12
zncXCmtLEe,145.91
xVf2TKYbWT,161.11
B62LohUJM3,74.26
xxsUr1hdYa,100.72
zhhrkdIdnq,142.88
wYX5FmjI4q,157.55
YAOrVYYjfp,192.03
vaEGB78B5z,269.19
WpvqA2X5TJ,296.94
sUWXPXhilE,380.76
TXVdlQGpmt,440.89
V150HB8gHU,27.61
h80yUsEjkz,38.93
hNbtEK16pL,48.04
AoUt7DSCkD,58.75
Axf9s1Fj8L,161.09
5Og8VcdXc8,15.39
Ro70kyjqTY,35.3
PrcnUeAv0h,33.37
kt3UgF7TDi,133.78
pDm8VgdWVz,200.4
ttvXj88RhI,250.44
dM61B5nBnJ,391.18
xVlpwgqnjl,387.19
L2m5VlIBdp,419.14
Z4AnoeKMqB,466.83
81dICoDayQ,526.18
FAKDdh5CQ0,573.97
3weELJlnbf,665.43
v82nyiYeYP,676.4
emrdqBBjhU,736.73
eaFkMf1GJD,850.42
XmXW2oR3TW,58.53
3YEZsGFx09,95.97
pFD8Fg8mLQ,58.92
wjX5gwJHGg,130.11
N5dCSmmGRS,55.15
wDJN4nWArB,89.96
20gdpNBuPF,166.49
qyvV5NAzAu,190.59
XNXnIx6jxX,37.19
2KNOKXSb1F,175.23
vBJ7vxDdEL,193.35
Y1dDUwffrx,243.78
wLrpGXk5LG,270.7
urmeSZjRgl,328.29
mjRokejBXt,47.46
MQM9wHCTNO,49.23
lzEcZpWTSY,83.67
cj33PrlDCT,142.02
OFgIBGocd3,41.12
txOhbNU22W,73.02
QB2zAp2Wgu,110.86
6u4u8pXJUD,13.2
pwbVo9jiWE,60.37
4FTJ5uCgW6,90.54
FWMwbRyMId,25.95
WtpAJ5Ywwd,99.97
paG0lPEwxa,137.96
r0maW5Odg2,174.87
jr6Eqjgbv7,25.39
rK0rBaGSkB,54.55
8uZOQBXYVB,101.86
bZPuPpG9ZB,123.18
OxbvM6NkPj,188.36
BkcESpL5bj,233.9
82BGsjZzi9,256.39
T4EpttwuO2,125.94
7FxcdJyxrW,153.46
v6ILKdA75F,228.99
sY7RsU8Rsn,263.17
WyFWPunbUx,91.85
vvq4GE2h0W,123.56
L1W4qXxoEm,170.15
HprAHtALPV,248.98
0n8oWgH2JI,263.21
JOLzIfdhQi,392.68
bkZmwWykDQ,30.75
t9FiqovA5j,55.5
RL12BytmP2,29.21
kICCxaDvLu,49.64
On2xMdGEgt,38.98
8gamm3y92q,69.83
uEa54WL7AJ,95.42
s3DLl9VBYn,131.06
AhF35qcXjB,170.61
6oj5x4oMCm,202.96
Cbo9dQOofz,375.63
XdPcUuauZW,472.48
zoA5nc5xYH,583.05
iqvNQibWdf,44.89
GqUNQuervj,16.02
UoVKXgAS7S,38.25
77vI4jiVZU,59.97
kmO1QQw82X,12.05
gmwJGKrRC6,38.32
5Ej2W2nYNI,31.63
6PNYD1wQdc,28.75
vPzDFw8Z4T,76.16
4uMuEQ8rPt,30.93
1pbkQK6GV0,26.79
31FFjptWaM,48.42
X9M2AeULxZ,14.58
NDD4pSZWVN,40.65
RbXFkW6kNF,12.01
Q8BuYQDznM,40.29
